"Step","Job Type: RDE+DQN_2agents_4_50_625_True - return","Job Type: RDE+DQN_2agents_4_50_625_True - return__MIN","Job Type: RDE+DQN_2agents_4_50_625_True - return__MAX","Job Type: RDE+DQN_2agents_4_50_1250_True - return","Job Type: RDE+DQN_2agents_4_50_1250_True - return__MIN","Job Type: RDE+DQN_2agents_4_50_1250_True - return__MAX","Job Type: RDE+DQN_2agents_1_50_2500_True - return","Job Type: RDE+DQN_2agents_1_50_2500_True - return__MIN","Job Type: RDE+DQN_2agents_1_50_2500_True - return__MAX","Job Type: RDE+DQN_2agents_1_50_5000_True - return","Job Type: RDE+DQN_2agents_1_50_5000_True - return__MIN","Job Type: RDE+DQN_2agents_1_50_5000_True - return__MAX","Job Type: SR+DQN_1agents_4_50_1250_True - return","Job Type: SR+DQN_1agents_4_50_1250_True - return__MIN","Job Type: SR+DQN_1agents_4_50_1250_True - return__MAX","Job Type: PS+DQN_2agents_4_50_625_True - return","Job Type: PS+DQN_2agents_4_50_625_True - return__MIN","Job Type: PS+DQN_2agents_4_50_625_True - return__MAX","Job Type: SR+DQN_1agents_1_50_5000_True - return","Job Type: SR+DQN_1agents_1_50_5000_True - return__MIN","Job Type: SR+DQN_1agents_1_50_5000_True - return__MAX","Job Type: PS+DQN_2agents_1_50_2500_True - return","Job Type: PS+DQN_2agents_1_50_2500_True - return__MIN","Job Type: PS+DQN_2agents_1_50_2500_True - return__MAX","Job Type: SR+DQN_1agents_4_50_2500_True - return","Job Type: SR+DQN_1agents_4_50_2500_True - return__MIN","Job Type: SR+DQN_1agents_4_50_2500_True - return__MAX","Job Type: PS+DQN_2agents_4_50_1250_True - return","Job Type: PS+DQN_2agents_4_50_1250_True - return__MIN","Job Type: PS+DQN_2agents_4_50_1250_True - return__MAX"
"95000","17.839999999999996","0","22.2","13.266666666666667","0","21.2","11.58","0","21.4","8","0","20.6","10.76","0","21.6","17.08","0","22.2","12.24","0","21.2","11.32","0","21.4","11.8","0","22","17.06","0","22.2"
"100000","16.86","0","22","16.155555555555555","0.2","22.2","13.080000000000002","0","21.2","8.5","0","22","11.18","0","22.4","16.82","0","22","13.719999999999999","0","20.6","9.58","0","21.4","10.6","0","21.2","16.68","0","21.6"
"105000","18.52","0","21.4","15.288888888888888","0","22","13.440000000000001","0","21.8","7.260000000000001","0","21.6","","","","","","","","","","","","","","","","","",""
"110000","19.919999999999998","11","22","18.022222222222222","0","22.4","15.16","0","22","7.380000000000001","0","21.4","","","","","","","","","","","","","","","","","",""
"115000","18.8","0","21.4","18.333333333333332","0","22","17.2","0","21.6","8.260000000000002","0","21.8","","","","","","","","","","","","","","","","","",""
"120000","19.64","7.4","22.2","18.466666666666665","0","21.8","14.960000000000003","0","22","10.600000000000003","0","22","","","","","","","","","","","","","","","","","",""
"125000","18.78","0","21.8","19.777777777777782","10.4","21.6","18.18","6.2","22","10.440000000000001","0","22.6","","","","","","","","","","","","","","","","","",""
"130000","20.04","11.4","21.6","19.88888888888889","11.2","21.6","16.64","0","21.4","11.26","0","21.8","","","","","","","","","","","","","","","","","",""
"135000","19.78","9.8","22","16.91111111111111","0","22","17.840000000000003","0","21.8","10.26","0","22","","","","","","","","","","","","","","","","","",""
"140000","19.740000000000002","8.2","21.6","16.733333333333334","0","21.6","16.84","0","21.6","13.559999999999999","0","21.6","","","","","","","","","","","","","","","","","",""
"145000","20.74","17.2","22","18.644444444444442","0","22.2","16.919999999999998","0","22","13.1","0","22.4","","","","","","","","","","","","","","","","","",""
"150000","20.939999999999998","19.8","22","19.711111111111112","11.4","21.6","16.68","0","22.4","13.440000000000001","0","21.2","","","","","","","","","","","","","","","","","",""
"155000","21.180000000000003","20.8","22.2","18.266666666666666","4.4","22.4","18.080000000000002","0","21.8","16.18","1.6","21.6","","","","","","","","","","","","","","","","","",""
"160000","20.82","20.4","21.4","17.466666666666665","2","22","16.800000000000004","0","22.6","16.340000000000003","5.4","21.4","","","","","","","","","","","","","","","","","",""
"165000","20.82","20.4","22","19.644444444444446","11.4","21.6","17.68","0","21.4","19.4","9.8","22","","","","","","","","","","","","","","","","","",""
"170000","21.34","20.8","22.2","20.044444444444444","11.4","21.6","18.16","5.4","21.8","20.94","19.6","22.6","","","","","","","","","","","","","","","","","",""
"175000","20.82","19.2","21.6","16.799999999999997","0","22","18.440000000000005","0","22.4","20.700000000000003","19.4","21.6","","","","","","","","","","","","","","","","","",""
"180000","20.900000000000002","19.8","22.8","16.577777777777776","0","21.8","19.62","11","21.8","20.540000000000003","19.8","21.4","","","","","","","","","","","","","","","","","",""
"185000","20.880000000000003","19.8","21.6","18.22222222222222","0","21.2","19.78","12","21.8","20.740000000000002","19.6","22","","","","","","","","","","","","","","","","","",""
"190000","20.86","20","21.8","18.288888888888888","0.2","21.4","19.000000000000004","0.8","21.6","20.72","20","22","","","","","","","","","","","","","","","","","",""
"195000","20.720000000000002","19.8","21.8","16.733333333333334","0","21.6","19.36","2.8","22.4","20.98","20","22.2","","","","","","","","","","","","","","","","","",""
"200000","20.84","20","22.6","17.53333333333333","0","21.6","20.660000000000004","18.4","22","21.279999999999998","20.2","22.4","","","","","","","","","","","","","","","","","",""
